Ngram,Count,KneserNey_Prob
"రద్దు చేసే అధికారం తమకు",1,0.3505249418012394
"చేసే అధికారం తమకు లేదని",1,0.451503576815834
"అధికారం తమకు లేదని బాంబే",1,0.3446745762968031
"తమకు లేదని బాంబే ఐఐటీ",1,0.4492226067902363
"లేదని బాంబే ఐఐటీ రిజిస్ట్రార్",1,0.5078163567902363
"బాంబే ఐఐటీ రిజిస్ట్రార్ ప్రేమ్",1,0.507824070370709
"ఐఐటీ రిజిస్ట్రార్ ప్రేమ్ కుమార్",1,0.5255154885839008
"రిజిస్ట్రార్ ప్రేమ్ కుమార్ కోర్టుకు",1,0.34484679067074175
"ప్రేమ్ కుమార్ కోర్టుకు తెలిపారు",1,0.47707427463774743
"కుమార్ కోర్టుకు తెలిపారు .",1,0.9961432294572564
"కోర్టుకు తెలిపారు . విద్యార్థి",1,0.12547065131035615
"తెలిపారు . విద్యార్థి బ్యాగ్రౌండ్",1,0.44755428483273363
". విద్యార్థి బ్యాగ్రౌండ్ ఏమిటన్నదానికంటే",1,0.46562692839511816
"విద్యాలయం అవలంభిస్తోన్న విధానాలే ముఖ్యమైనవని",1,0.5078144283951181
"నిబంధనల ప్రకారమే తాము నడుచుకుంటామని",1,0.43875738822756616
"ఐఐటీల్లో అడ్మిషన్ల వ్యవహారమంతా ‘",1,0.5787208740915116
"అడ్మిషన్ల వ్యవహారమంతా ‘ జాయింట్",1,0.43769008943815385
"వ్యవహారమంతా ‘ జాయింట్ సీట్",1,0.46094135679023635
"‘ జాయింట్ సీట్ అలాట్మెట్",1,0.5078144283951181
"జాయింట్ సీట్ అలాట్మెట్ అథారిటీ",1,0.5781346419755908
"సీట్ అలాట్మెట్ అథారిటీ '",1,0.46157579878411115
"అలాట్మెట్ అథారిటీ ' నిర్వహిస్తుందని",1,0.4377474976368435
"అథారిటీ ' నిర్వహిస్తుందని ప్రేమ్",1,0.578136570370709
"' నిర్వహిస్తుందని ప్రేమ్ కుమార్",1,0.5255154885839008
"నిర్వహిస్తుందని ప్రేమ్ కుమార్ వివరించారు",1,0.3448817667531902
"ప్రేమ్ కుమార్ వివరించారు .",1,0.9817408672086244
"కుమార్ వివరించారు . అంతేకాదు",1,0.254133807602272
"అతను వదులుకున్న సీటులో వేరేవాళ్లు",1,0.5781269283951181
"వదులుకున్న సీటులో వేరేవాళ్లు చేరిపోయారని",1,0.5781269283951181
"ప్రస్తుతం బాంబే ఐఐటీలో సీట్లు",1,0.414110709877954
"బాంబే ఐఐటీలో సీట్లు ఖాళీగా",1,0.44292534188083027
"ఐఐటీలో సీట్లు ఖాళీగా లేవని",1,0.45159181160579603
"సిద్ధాంత్ ఇక వచ్చే ఏడాది",1,0.42257614759903533
"ఇక వచ్చే ఏడాది జేఈఈకి",1,0.2586143237622711
"వచ్చే ఏడాది జేఈఈకి ప్రిపేర్",1,0.5781288567902363
"ఏడాది జేఈఈకి ప్రిపేర్ కావడం",1,0.5078703518535448
"జేఈఈకి ప్రిపేర్ కావడం మంచిదని",1,0.44204543464781837
"ప్రిపేర్ కావడం మంచిదని రిజిస్ట్రార్",1,0.45759314250452204
"కావడం మంచిదని రిజిస్ట్రార్ పేర్కొన్నారు",1,0.508028480253234
"మంచిదని రిజిస్ట్రార్ పేర్కొన్నారు .",1,0.9899018590694102
"రిజిస్ట్రార్ పేర్కొన్నారు . దీనిపై",1,0.2517514781030405
"పేర్కొన్నారు . దీనిపై .",1,0.270932540826081
". దీనిపై . .",1,0.5093062942680476
"దీనిపై . . </s>",1,0.36682877543872217
". . </s> </s>",383,0.999999747018793
"<s> <s> <s> బేర్",1,4.710720789678515e-05
"<s> <s> బేర్ గ్రిల్స్",1,0.5781288567902363
"<s> బేర్ గ్రిల్స్ ఇటీవలే",1,0.5078529962974814
"బేర్ గ్రిల్స్ ఇటీవలే రజనీతో",1,0.44189621859572836
"గ్రిల్స్ ఇటీవలే రజనీతో కలిసి",1,0.5784084740823696
"ఇటీవలే రజనీతో కలిసి వైల్డ్",1,0.4382587701989172
"రజనీతో కలిసి వైల్డ్ జర్నీకి",1,0.47265817839511814
"కలిసి వైల్డ్ జర్నీకి సంబంధించి",1,0.5782657728436258
"వైల్డ్ జర్నీకి సంబంధించి కొన్ని",1,0.44446508421655895
"జర్నీకి సంబంధించి కొన్ని ఫొటోలను",1,0.34422384812411133
"సంబంధించి కొన్ని ఫొటోలను సోషల్",1,0.564193630868035
"కొన్ని ఫొటోలను సోషల్ మీడియాలో",1,0.923651590815593
"ఫొటోలను సోషల్ మీడియాలో షేర్",2,0.49479022542554774
"సోషల్ మీడియాలో షేర్ చేశాడు",2,0.1895626423765931
"మీడియాలో షేర్ చేశాడు .",2,0.9912613474319083
"షేర్ చేశాడు . ఇప్పుడా",1,0.08518721155651421
"చేశాడు . ఇప్పుడా ఆ",1,0.39156220002742603
". ఇప్పుడా ఆ ఫొటోలు",1,0.4376307052835577
"ఇప్పుడా ఆ ఫొటోలు వైరల్",1,0.4503361575772813
"ఆ ఫొటోలు వైరల్ అవుతున్నాయి",1,0.4601082977515525
"ఫొటోలు వైరల్ అవుతున్నాయి .",1,0.9886967273196247
"వైరల్ అవుతున్నాయి . మార్చి",1,0.09033080371448124
"అవుతున్నాయి . మార్చి న",1,0.34412842736753124
". మార్చి న డిస్కవరీ",1,0.28153496055360655
"మార్చి న డిస్కవరీ ఛానల్లో",1,0.5781269283951181
"న డిస్కవరీ ఛానల్లో రాత్రి",1,0.5782040641998446
"డిస్కవరీ ఛానల్లో రాత్రి 8",1,0.46639137055145663
"ఛానల్లో రాత్రి 8 గంటలకు",1,0.4506780211263801
"రాత్రి 8 గంటలకు వైల్డ్",1,0.19085500958279733
"8 గంటలకు వైల్డ్ ప్రిమియర్స్",1,0.47265817839511814
"గంటలకు వైల్డ్ ప్రిమియర్స్ ఎపిసోడ్",1,0.5781654962974814
"వైల్డ్ ప్రిమియర్స్ ఎపిసోడ్ ప్రసారం",1,0.4439158874305518
"ప్రిమియర్స్ ఎపిసోడ్ ప్రసారం కానుంది",1,0.4458047281055312
"ఎపిసోడ్ ప్రసారం కానుంది .",1,0.986054311980146
"ప్రసారం కానుంది . </s>",1,0.5105566936692976
"కానుంది . </s> </s>",8,0.9999878885247173
"<s> <s> "" వీడికీ",1,0.005056513979773945
"<s> "" వీడికీ పాపం",1,0.43752314074141796
"వీడికీ పాపం పండే రోజూ",1,0.4844039259267724
"పాపం పండే రోజూ తప్పక",1,0.44362519774589554
"పండే రోజూ తప్పక వస్తుంది",1,0.4576799202848393
"రోజూ తప్పక వస్తుంది .",1,0.8916352137600481
"తప్పక వస్తుంది . .",1,0.3308825354144381
"వస్తుంది . . .",1,0.2895504800431268
". . . దేముడు",1,0.00038861915952069314
". . దేముడు అన్నీ",1,0.5781944222242538
". దేముడు అన్నీ చూస్తున్నాడు",1,0.44056033510476555
"దేముడు అన్నీ చూస్తున్నాడు .",1,0.7977875237121177
"అన్నీ చూస్తున్నాడు . .",1,0.41555629426804763
"చూస్తున్నాడు . . .",1,0.4145504800431268
". . . </s>",178,0.3154848997063873
"<s> <s> <s> టీడీపీ",11,0.0019457975499099507
"<s> <s> టీడీపీ నేతల",1,0.046883647281643404
"<s> టీడీపీ నేతల ఆరోపణలపై",1,0.29291666410279854
"టీడీపీ నేతల ఆరోపణలపై బీజేపీ",1,0.4578361202894103
"నేతల ఆరోపణలపై బీజేపీ నేత",1,0.45264591042055163
"ఆరోపణలపై బీజేపీ నేత ఆకుల",1,0.28876074570120935
"బీజేపీ నేత ఆకుల సత్యనారాయణ",1,0.4656442839511816
"నేత ఆకుల సత్యనారాయణ స్పందించారు",1,0.4961387458860904
"ఆకుల సత్యనారాయణ స్పందించారు .",1,0.9934770168939393
"సత్యనారాయణ స్పందించారు . టీడీపీ",1,0.13147149799367958
"స్పందించారు . టీడీపీ నేతలు",1,0.36264375506493235
". టీడీపీ నేతలు గాలి",1,0.09802701148567486
"టీడీపీ నేతలు గాలి పోగేసి",1,0.4411089337766042
"నేతలు గాలి పోగేసి ఆరోపణలు",1,0.5079108481510262
"గాలి పోగేసి ఆరోపణలు చేస్తున్నారని",1,0.459350645083878
"పోగేసి ఆరోపణలు చేస్తున్నారని ధ్వజమెత్తారు",1,0.3172044698770398
"ఆరోపణలు చేస్తున్నారని ధ్వజమెత్తారు .",1,0.9632340952203851
"చేస్తున్నారని ధ్వజమెత్తారు . కానీ",1,0.2704059646206978
"ధ్వజమెత్తారు . కానీ టీడీపీ",1,0.25485400000890013
". కానీ టీడీపీ నేతలు",2,0.8712606100854401
"కానీ టీడీపీ నేతలు మాత్రం",1,0.1449394944532185
"టీడీపీ నేతలు మాత్రం అసలు",1,0.3463132422560803
"నేతలు మాత్రం అసలు అమిత్",1,0.3451513634719784
"మాత్రం అసలు అమిత్ షాను",1,0.4594732588734744
"అసలు అమిత్ షాను బుగ్గన",1,0.4140663567902363
"అమిత్ షాను బుగ్గన రాజేంద్రనాథ్",1,0.5078144283951181
"షాను బుగ్గన రాజేంద్రనాథ్ రెడ్డి",1,0.578364120994652
"బుగ్గన రాజేంద్రనాథ్ రెడ్డి ఎందుకు",1,0.4381980261275583
"రాజేంద్రనాథ్ రెడ్డి ఎందుకు కలవాల్సి",1,0.4388539064340491
"రెడ్డి ఎందుకు కలవాల్సి వచ్చిందో",1,0.578136570370709
"ఎందుకు కలవాల్సి వచ్చిందో చెప్పాలని",1,0.4609722111121269
"కలవాల్సి వచ్చిందో చెప్పాలని అంటున్నారు",1,0.44433527301993614
"వచ్చిందో చెప్పాలని అంటున్నారు .",1,0.9233926083317865
"చెప్పాలని అంటున్నారు . </s>",1,0.563873262448881
"అంటున్నారు . </s> </s>",30,0.999996770273258
"<s> <s> <s> వ్యంగ్య",1,4.710720789678515e-05
"<s> <s> వ్యంగ్య రచయిత",1,0.5781519975316542
"<s> వ్యంగ్య రచయిత మంచిని",1,0.4502860193042091
"వ్యంగ్య రచయిత మంచిని వర్ణించి",1,0.5781269283951181
"రచయిత మంచిని వర్ణించి ప్రజల",1,0.5782407037070896
"మంచిని వర్ణించి ప్రజల మనస్సులను",1,0.4391558410457934
"వర్ణించి ప్రజల మనస్సులను మార్చాలని",1,0.5781327135804726
"ప్రజల మనస్సులను మార్చాలని చూడడం",1,0.4726697487658271
"మనస్సులను మార్చాలని చూడడం కంటే",1,0.4611380530922887
"మార్చాలని చూడడం కంటే చెడును",1,0.43836893642739966
"చూడడం కంటే చెడును మన",1,0.5782696296338621
"కంటే చెడును మన కళ్ల",1,0.4386370273796165
"చెడును మన కళ్ల ఎదుట",1,0.5078317839511817
"మన కళ్ల ఎదుట నిలిపి",1,0.4502911032549751
"కళ్ల ఎదుట నిలిపి దాన్ని",1,0.47271988703889933
"ఎదుట నిలిపి దాన్ని అపహాస్యం",1,0.44043691898169307
"నిలిపి దాన్ని అపహాస్యం చేయడమే",1,0.4656384987658271
"దాన్ని అపహాస్యం చేయడమే లక్ష్యంగా",1,0.5254181046304338
"అపహాస్యం చేయడమే లక్ష్యంగా సాగుతాడు",1,0.35078308197536223
"చేయడమే లక్ష్యంగా సాగుతాడు .",1,0.5955750474242355
"లక్ష్యంగా సాగుతాడు . ఆ",1,0.44470117075630256
"సాగుతాడు . ఆ క్రమంలో",1,0.25293068383520334
". ఆ క్రమంలో దానికి",1,0.18954347439254532
"ఆ క్రమంలో దానికి ఆలంబనమైన",1,0.4398851414940852
"క్రమంలో దానికి ఆలంబనమైన వ్యక్తులను",1,0.5781384987658271
"దానికి ఆలంబనమైన వ్యక్తులను గానీ",1,0.4551436904340175
"అభిప్రాయాలను గానీ మూలచ్ఛేదం చేస్తాడు",1,0.5781462123462997
"గానీ మూలచ్ఛేదం చేస్తాడు .",1,0.8641341038429733
"మూలచ్ఛేదం చేస్తాడు . అయితే",1,0.28000447746674173
"చేస్తాడు . అయితే దానిలో",1,0.25058710835366454
". అయితే దానిలో హాస్యం",1,0.4502860193042091
"అయితే దానిలో హాస్యం లేకపోతే",1,0.5781674246925995
"దానిలో హాస్యం లేకపోతే కేవలం",1,0.46190368506209484
"హాస్యం లేకపోతే కేవలం తిట్టులా",1,0.3449333755991769
"లేకపోతే కేవలం తిట్టులా వినిపిస్తుంది",1,0.5781404271609453
"కేవలం తిట్టులా వినిపిస్తుంది .",1,0.9550638941582483
"తిట్టులా వినిపిస్తుంది . కావ్యశిల్పం",1,0.2708354543708015
"వినిపిస్తుంది . కావ్యశిల్పం లేకపోతే",1,0.5781674246925995
". కావ్యశిల్పం లేకపోతే కేవలం",1,0.46190368506209484
"కావ్యశిల్పం లేకపోతే కేవలం వెక్కిరింతలా",1,0.3449333755991769
"లేకపోతే కేవలం వెక్కిరింతలా అనిపిస్తుంది",1,0.5781693530877177
"కేవలం వెక్కిరింతలా అనిపిస్తుంది .",1,0.9113228343346498
"వెక్కిరింతలా అనిపిస్తుంది . అధర్మాన్ని",1,0.2593785792507275
"అనిపిస్తుంది . అధర్మాన్ని అపహాస్యం",1,0.5781327135804726
". అధర్మాన్ని అపహాస్యం చేసి",1,0.46593161482378753
"అధర్మం ధరించిన గంభీర వస్త్రాలను",1,0.5781307851853545
"ధరించిన గంభీర వస్త్రాలను విప్పి",1,0.5078144283951181
"గంభీర వస్త్రాలను విప్పి పారేసి",1,0.5781288567902363
"వస్త్రాలను విప్పి పారేసి దాని",1,0.5079397740777987
"విప్పి పారేసి దాని పేలవత్వాన్ని",1,0.4387244023403575
"దాని నిజ స్వరూపాన్ని ప్రదర్శించి",1,0.5078202135804726
"నిజ స్వరూపాన్ని ప్రదర్శించి నవ్వించడం",1,0.47265817839511814
"స్వరూపాన్ని ప్రదర్శించి నవ్వించడం ఆయా",1,0.507872280248663
"ప్రదర్శించి నవ్వించడం ఆయా రచయితల",1,0.44070141346817127
"నవ్వించడం ఆయా రచయితల ప్రతిభా",1,0.48437692839511814
"ఆయా రచయితల ప్రతిభా సామర్థ్యాలపై",1,0.5781269283951181
"రచయితల ప్రతిభా సామర్థ్యాలపై ఆధారపడి",1,0.5781674246925995
"ప్రతిభా సామర్థ్యాలపై ఆధారపడి ఉంటుంది",1,0.7243601711360016
"సామర్థ్యాలపై ఆధారపడి ఉంటుంది .",1,0.9957916742854376
"ఆధారపడి ఉంటుంది . ఇలాంటి",1,0.020025961735645796
"ఉంటుంది . ఇలాంటి రచనలు",1,0.2557964219385822
". ఇలాంటి రచనలు మేథాశక్తికి",1,0.5078144283951181
"ఇలాంటి రచనలు మేథాశక్తికి సంబంధించినవి",1,0.5781269283951181
"రచనలు మేథాశక్తికి సంబంధించినవి .",1,0.5955750474242355
"మేథాశక్తికి సంబంధించినవి . ఇవి",1,0.43779106710709936
"సంబంధించినవి . ఇవి హృదయ",1,0.2637978813365635
". ఇవి హృదయ సంబంధి",1,0.45759121410940384
"ఇవి హృదయ సంబంధి కావు",1,0.578136570370709
"హృదయ సంబంధి కావు .",1,0.9422250067748907
"సంబంధి కావు . సంఘ",1,0.2767909118338535
"కావు . సంఘ చైతన్యంగల",1,0.5078144283951181
". సంఘ చైతన్యంగల మేధావిగా",1,0.5781269283951181
"సంఘ చైతన్యంగల మేధావిగా గోరాశాస్ర్తీ",1,0.5781269283951181
"చైతన్యంగల మేధావిగా గోరాశాస్ర్తీ సమకాలీనులను",1,0.5781269283951181
"మేధావిగా గోరాశాస్ర్తీ సమకాలీనులను చైతన్యవంతం",1,0.5781269283951181
"గోరాశాస్ర్తీ సమకాలీనులను చైతన్యవంతం చెయ్యగలిగినంత",1,0.5781269283951181
"సమకాలీనులను చైతన్యవంతం చెయ్యగలిగినంత మేరకు",1,0.5781886370388993
"చైతన్యవంతం చెయ్యగలిగినంత మేరకు ఇట్లా",1,0.4387834053873516
"చెయ్యగలిగినంత మేరకు ఇట్లా తన",1,0.485167570393564
"మేరకు ఇట్లా తన రచనా",1,0.43772074325157373
"ఇట్లా తన రచనా వ్యాసంగంతో",1,0.47265817839511814
"తన రచనా వ్యాసంగంతో చేశాడు",1,0.5782754148192165
"రచనా వ్యాసంగంతో చేశాడు .",1,0.9475680845914496
"వ్యాసంగంతో చేశాడు . అందుకే",1,0.25274062375233686
"చేశాడు . అందుకే పాఠకలోకం",1,0.2538698402697266
". అందుకే పాఠకలోకం ఆయనకు",1,0.5078915641998446
"అందుకే పాఠకలోకం ఆయనకు బ్రహ్మరథం",1,0.43992815977022004
"పాఠకలోకం ఆయనకు బ్రహ్మరథం పట్టింది",1,0.5078317839511817
"ఆయనకు బ్రహ్మరథం పట్టింది .",1,0.9632340952203851
"బ్రహ్మరథం పట్టింది . </s>",1,0.5449638655033638
"పట్టింది . </s> </s>",4,0.9999757770494347
"<s> <s> <s> ఎన్టీఆర్",6,0.000998017816527472
"<s> <s> ఎన్టీఆర్ …",1,0.07508223870635194
"<s> ఎన్టీఆర్ … ఆ",1,0.44175399478426425
"ఎన్టీఆర్ … ఆ టాపిక్",1,0.3126252666455632
"… ఆ టాపిక్ స్పందిస్తారని",1,0.44577353347861975
"ఆ టాపిక్ స్పందిస్తారని కలలో",1,0.5781442839511817
"టాపిక్ స్పందిస్తారని కలలో కూడా",1,0.6562199183347392
"స్పందిస్తారని కలలో కూడా ఊహించం",1,0.2875919499686402
"కలలో కూడా ఊహించం </s>",1,0.5806280568633725
"కూడా ఊహించం </s> </s>",1,0.4408374091511633
"ఊహించం </s> </s> </s>",1,0.25444987886821774
"<s> <s> <s> ఈ",264,0.04960785569062917
"<s> <s> ఈ జీపు",1,0.0014039780257409486
"<s> ఈ జీపు గంటకి",1,0.5781269283951181
"ఈ జీపు గంటకి 60",1,0.578173209877954
"జీపు గంటకి 60 నుంచి",1,0.44178785420821676
"గంటకి 60 నుంచి 70",1,0.437692820541603
"60 నుంచి 70 కిలోమీటర్ల",1,0.4427608999558136
"నుంచి 70 కిలోమీటర్ల వరకు",1,0.44136812378657714
"70 కిలోమీటర్ల వరకు ప్రయాణించగల",1,0.4380039194885855
"కిలోమీటర్ల వరకు ప్రయాణించగల ని",1,0.5788346494034831
"వరకు ప్రయాణించగల ని ఈ",1,0.44061254030967856
"ప్రయాణించగల ని ఈ జీప్",1,0.34379333757277925
"ని ఈ జీప్ తయారు",1,0.472752669755908
"ఈ జీప్ తయారు చేయడానికి",1,0.4708412269839225
"జీప్ తయారు చేయడానికి తనకి",1,0.29840136275098167
"తయారు చేయడానికి తనకి ఒకటిన్నర",1,0.45312671412899397
"చేయడానికి తనకి ఒకటిన్నర లక్ష",1,0.5781597111121268
"తనకి ఒకటిన్నర లక్ష రూపాయలు",1,0.5414540515301954
"ఒకటిన్నర లక్ష రూపాయలు ఖర్చయిందని",1,0.29389388619534007
"లక్ష రూపాయలు ఖర్చయిందని తెలియజేశాడు",1,0.5781269283951181
"రూపాయలు ఖర్చయిందని తెలియజేశాడు .",1,0.5955750474242355
"ఖర్చయిందని తెలియజేశాడు . ఇంకెందుకు",1,0.4375047723343033
"తెలియజేశాడు . ఇంకెందుకు ఆలస్యం",1,0.5781519975316542
". ఇంకెందుకు ఆలస్యం మీరు",1,0.447810761383449
"ఇంకెందుకు ఆలస్యం మీరు కూడా",1,0.4574178263273484
"ఆలస్యం మీరు కూడా ఈ",1,0.2784439980628687
